-9.71445146547012e-16,-9.71445146547012e-16,-9.71445146547012e-16,-9.99200722162641e-16,-9.71445146547012e-16,-9.29811783123569e-16
2.1677671119269e-07,2.1677671119269e-07,2.1677671119269e-07,2.16776711164934e-07,2.1677671119269e-07,2.16776711220446e-07
8.62598806730674e-07,8.62598806730674e-07,8.62598806730674e-07,8.62598806702919e-07,8.62598806730674e-07,8.62598806772308e-07
1.93015945880448e-06,1.93015945880448e-06,1.93015945880448e-06,1.93015945877673e-06,1.93015945880448e-06,1.93015945884611e-06
3.4114263270657e-06,3.4114263270657e-06,3.4114263270657e-06,3.41142632705183e-06,3.4114263270657e-06,3.41142632710734e-06
5.29764295502388e-06,5.29764295502388e-06,5.29764295502388e-06,5.29764295499613e-06,5.29764295502388e-06,5.29764295505164e-06
7.57933054640336e-06,7.57933054640336e-06,7.57933054640336e-06,7.57933054637561e-06,7.57933054640336e-06,7.579330546445e-06
1.02462901253736e-05,1.02462901253736e-05,1.02462901253736e-05,1.02462901253597e-05,1.02462901253736e-05,1.02462901254152e-05
1.32876050897845e-05,1.32876050897845e-05,1.32876050897845e-05,1.32876050897568e-05,1.32876050897845e-05,1.32876050898262e-05
1.66916441440013e-05,1.66916441440013e-05,1.66916441440013e-05,1.66916441439735e-05,1.66916441440013e-05,1.66916441440429e-05
2.04460646112264e-05,2.04460646112264e-05,2.04460646112264e-05,2.04460646112126e-05,2.04460646112264e-05,2.04460646112681e-05
2.45378161332493e-05,2.45378161332493e-05,2.45378161332493e-05,2.45378161332216e-05,2.45378161332493e-05,2.4537816133291e-05
2.89531447441871e-05,2.89531447441871e-05,2.89531447441871e-05,2.89531447441732e-05,2.89531447441871e-05,2.89531447442287e-05
3.367759732395e-05,3.367759732395e-05,3.367759732395e-05,3.36775973239223e-05,3.367759732395e-05,3.36775973239778e-05
3.86960264287528e-05,3.86960264287528e-05,3.86960264287528e-05,3.86960264287389e-05,3.86960264287528e-05,3.86960264287944e-05
4.39925954864168e-05,4.39925954864168e-05,4.39925954864168e-05,4.3992595486389e-05,4.39925954864168e-05,4.39925954864584e-05
4.95507843782106e-05,4.95507843782106e-05,4.95507843782106e-05,4.95507843781828e-05,4.95507843782106e-05,4.95507843782383e-05
5.53533953674273e-05,5.53533953674273e-05,5.53533953674273e-05,5.53533953673996e-05,5.53533953674273e-05,5.5353395367469e-05
6.13825594173029e-05,6.13825594173029e-05,6.13825594173029e-05,6.13825594172751e-05,6.13825594173029e-05,6.13825594173445e-05
6.76197428554071e-05,6.76197428554071e-05,6.76197428554071e-05,6.76197428553793e-05,6.76197428554071e-05,6.76197428554487e-05
7.40457544034928e-05,7.40457544034928e-05,7.40457544034928e-05,7.40457544034651e-05,7.40457544034928e-05,7.40457544035344e-05
8.064075256832e-05,8.064075256832e-05,8.064075256832e-05,8.06407525682923e-05,8.064075256832e-05,8.06407525683617e-05
8.73842533887226e-05,8.73842533887226e-05,8.73842533887226e-05,8.73842533887087e-05,8.73842533887226e-05,8.73842533887503e-05
9.42551385256507e-05,9.42551385256507e-05,9.42551385256507e-05,9.4255138525623e-05,9.42551385256507e-05,9.42551385256923e-05
0.000101231663718004,0.000101231663718004,0.000101231663718004,0.000101231663717977,0.000101231663718004,0.000101231663718462
0.000108291467571547,0.000108291467571547,0.000108291467571547,0.00010829146757152,0.000108291467571547,0.000108291467571589
0.000115411580701025,0.000115411580701025,0.000115411580701025,0.000115411580700997,0.000115411580701025,0.000115411580701066
0.000122568435212078,0.000122568435212078,0.000122568435212078,0.00012256843521205,0.000122568435212078,0.00012256843521212
0.000129737874528787,0.000129737874528787,0.000129737874528787,0.00012973787452876,0.000129737874528787,0.000129737874528815
0.000136895163546091,0.000136895163546091,0.000136895163546091,0.000136895163546064,0.000136895163546091,0.000136895163546133
0.000144014999138159,0.000144014999138159,0.000144014999137743,0.000144014999137715,0.000144014999138159,0.000144014999138201
0.000151071520983412,0.000151071520983412,0.000151071520983412,0.000151071520983384,0.000151071520983412,0.000151071520983453
0.000158038322737725,0.000158038322737725,0.000158038322737725,0.000158038322737697,0.000158038322737725,0.000158038322737766
0.00016488846353277,0.00016488846353277,0.00016488846353277,0.000164888463532742,0.00016488846353277,0.000164888463532811
0.000171594479805345,0.000171594479805345,0.000171594479805345,0.000171594479805318,0.000171594479805345,0.000171594479805387
0.000178128397469668,0.000178128397469668,0.000178128397469668,0.00017812839746964,0.000178128397469668,0.00017812839746971
0.000184461744409711,0.000184461744409711,0.000184461744409711,0.000184461744409684,0.000184461744409711,0.000184461744409739
0.000190565563319728,0.000190565563319728,0.000190565563319728,0.0001905655633197,0.000190565563319728,0.000190565563319769
0.000196410424868634,0.000196410424868634,0.000196410424868634,0.000196410424868607,0.000196410424868634,0.000196410424868676
0.000201966441216311,0.000201966441216311,0.000201966441216311,0.000201966441216284,0.000201966441216311,0.000201966441216353
0.000207203279867299,0.000207203279867299,0.000207203279867299,0.000207203279867271,0.000207203279867299,0.000207203279867341
0.000212090177869689,0.000212090177869689,0.000212090177869689,0.000212090177869662,0.000212090177869689,0.000212090177869731
